languagecode,year_month,milestone,peak,count
als,2013-06,10,not,28
als,2013-07,10,not,25
als,2013-08,10,not,17
als,2013-09,10,not,21
als,2013-10,10,not,28
als,2013-11,10,not,26
als,2013-12,10,not,25
als,2014-01,10,not,20
als,2014-02,10,not,27
als,2014-03,10,not,25
als,2014-04,10,not,20
als,2014-05,10,not,24
als,2014-06,10,not,21
als,2014-07,10,not,24
als,2014-08,10,not,18
als,2014-09,10,not,18
als,2014-10,10,not,20
als,2014-11,10,not,24
als,2014-12,10,not,23
als,2015-01,10,not,23
als,2015-02,10,not,19
als,2015-03,10,not,26
als,2015-04,10,not,26
als,2015-05,10,not,20
als,2015-06,10,not,25
als,2015-07,10,not,25
als,2015-08,10,not,32
als,2015-09,10,not,20
als,2015-10,10,not,24
als,2015-11,10,not,20
als,2015-12,10,not,28
als,2016-01,10,not,24
als,2016-02,10,not,19
als,2016-03,10,not,28
als,2016-04,10,not,21
als,2016-05,10,not,19
als,2016-06,10,not,17
als,2016-07,10,not,18
als,2016-08,10,not,18
als,2016-09,10,not,22
als,2016-10,10,not,22
als,2016-11,10,not,20
als,2016-12,10,not,20
als,2017-01,10,not,23
als,2017-02,10,not,25
als,2017-03,10,not,30
als,2017-04,10,not,27
als,2017-05,10,not,16
als,2017-06,10,not,19
als,2017-07,10,not,21
als,2017-08,10,not,20
als,2017-09,10,not,25
als,2017-10,10,not,21
als,2017-11,10,not,27
als,2017-12,10,not,22
als,2018-01,10,not,21
als,2018-02,10,not,24
als,2018-03,10,not,24
als,2018-04,10,not,24
als,2018-05,10,not,22
als,2018-06,10,not,24
als,2018-07,10,not,22
als,2018-08,10,not,22
als,2018-09,10,not,19
als,2018-10,10,not,18
als,2018-11,10,not,20
als,2018-12,10,not,16
als,2019-01,10,not,28
als,2019-02,10,not,15
als,2019-03,10,not,26
als,2019-04,10,not,20
als,2019-05,10,not,21
als,2019-06,10,not,19
als,2019-07,10,not,22
als,2019-08,10,not,22
als,2019-09,10,not,17
als,2019-10,10,not,23
als,2019-11,10,not,19
als,2019-12,10,not,23
als,2020-01,10,not,25
als,2020-02,10,not,24
als,2020-03,10,not,20
als,2020-04,10,not,30
als,2020-05,10,not,25
als,2020-06,10,not,19
als,2020-07,10,not,14
als,2020-08,10,not,18
als,2020-09,10,not,17
als,2020-10,10,not,17
als,2020-11,10,not,18
als,2020-12,10,not,16
als,2021-01,10,not,28
als,2021-02,10,not,25
als,2021-03,10,not,27
als,2021-04,10,not,19
als,2021-05,10,not,22
als,2021-06,10,not,16
als,2021-07,10,not,25
als,2021-08,10,not,15
am,2019-04,10,highest_peak,22
am,2005-07,1,not,3
am,2005-08,1,not,2
am,2005-09,1,not,3
am,2005-10,5,not,5
am,2005-11,5,not,6
am,2005-12,1,not,3
am,2006-01,5,not,8
am,2006-02,5,not,5
am,2006-03,1,not,3
am,2006-04,1,not,4
am,2006-05,5,not,7
am,2006-06,1,not,4
am,2006-07,1,not,2
am,2006-08,5,not,8
am,2006-09,5,not,6
am,2006-10,5,not,7
am,2006-11,5,not,6
am,2006-12,5,not,9
am,2007-01,5,not,5
am,2007-02,5,not,5
am,2007-03,5,not,8
am,2007-04,10,not,10
am,2007-05,5,not,6
am,2007-06,5,not,6
am,2007-07,5,not,6
am,2007-08,5,not,6
am,2007-09,1,not,4
am,2007-10,5,not,5
am,2007-11,5,not,6
am,2007-12,5,not,5
am,2008-01,5,not,5
am,2008-02,5,not,5
am,2008-03,5,not,7
am,2008-04,10,not,11
am,2008-05,5,not,6
am,2008-06,5,not,8
am,2008-07,10,not,14
am,2008-08,5,not,7
am,2008-09,5,not,8
am,2008-10,10,not,11
am,2008-11,5,not,8
am,2008-12,10,not,10
am,2009-01,10,not,11
am,2009-02,5,not,8
am,2009-03,5,not,9
am,2009-04,5,not,8
am,2009-05,5,not,7
am,2009-06,1,not,4
am,2009-07,1,not,4
am,2009-08,5,not,7
am,2009-09,5,not,6
am,2009-10,5,not,9
am,2009-11,5,not,9
am,2009-12,5,not,8
am,2010-01,10,not,10
am,2010-02,5,not,8
am,2010-03,5,not,9
am,2010-04,5,not,8
am,2010-05,5,not,8
am,2010-06,5,not,8
am,2010-07,5,not,8
am,2010-08,10,not,12
am,2010-09,10,not,15
am,2010-10,10,not,11
am,2010-11,10,not,12
am,2010-12,10,not,10
am,2011-01,5,not,8
am,2011-02,5,not,9
am,2011-03,10,not,10
am,2011-04,10,not,10
am,2011-05,10,not,10
am,2011-06,10,not,16
am,2011-07,10,not,11
am,2011-08,5,not,7
am,2011-09,5,not,8
am,2011-10,5,not,7
am,2011-11,5,not,9
am,2011-12,10,not,10
am,2012-01,5,not,9
am,2012-02,10,not,14
am,2012-03,5,not,8
am,2012-04,5,not,8
am,2012-05,10,not,12
am,2012-06,10,not,12
am,2012-07,5,not,6
am,2012-08,10,not,10
am,2012-09,10,not,10
am,2012-10,10,not,11
am,2012-11,5,not,7
am,2012-12,5,not,8
am,2013-01,5,not,7
am,2013-02,5,not,5
am,2013-03,10,not,11
am,2013-04,5,not,8
am,2013-05,5,not,8
am,2013-06,5,not,6
am,2013-07,5,not,8
am,2013-08,10,not,10
am,2013-09,5,not,6
am,2013-10,5,not,6
am,2013-11,5,not,7
am,2013-12,10,not,10
am,2014-01,5,not,9
am,2014-02,5,not,6
am,2014-03,5,not,8
am,2014-04,10,not,10
am,2014-05,5,not,8
am,2014-06,5,not,8
am,2014-07,5,not,7
am,2014-08,10,not,13
am,2014-09,5,not,9
am,2014-10,5,not,7
am,2014-11,5,not,8
am,2014-12,10,not,11
am,2015-01,5,not,9
am,2015-02,10,not,11
am,2015-03,10,not,17
am,2015-04,10,not,16
am,2015-05,5,not,7
am,2015-06,5,not,9
am,2015-07,5,not,8
am,2015-08,5,not,7
am,2015-09,10,not,11
am,2015-10,5,not,7
am,2015-11,10,not,12
am,2015-12,10,not,12
am,2016-01,10,not,11
am,2016-02,5,not,9
am,2016-03,10,not,16
am,2016-04,5,not,9
am,2016-05,5,not,7
am,2016-06,10,not,11
am,2016-07,10,not,13
am,2016-08,5,not,9
am,2016-09,10,not,13
am,2016-10,5,not,8
am,2016-11,10,not,10
am,2016-12,10,not,11
am,2017-01,10,not,16
am,2017-02,10,not,13
am,2017-03,10,not,13
am,2017-04,10,not,10
am,2017-05,10,not,11
am,2017-06,10,not,14
am,2017-07,10,not,14
am,2017-08,5,not,8
am,2017-09,10,not,12
am,2017-10,5,not,9
am,2017-11,5,not,8
am,2017-12,10,not,11
am,2018-01,5,not,6
am,2018-02,5,not,9
am,2018-03,5,not,8
am,2018-04,5,not,7
am,2018-05,10,not,11
am,2018-06,10,not,10
am,2018-07,10,not,16
am,2018-08,10,not,14
am,2018-09,10,not,10
am,2018-10,10,not,17
am,2018-11,10,not,15
am,2018-12,10,not,15
am,2019-01,10,not,18
am,2019-02,10,not,13
am,2019-03,10,not,17
am,2019-05,10,not,14
am,2019-06,5,not,8
am,2019-07,10,not,17
am,2019-08,10,not,17
am,2019-09,10,not,11
am,2019-10,10,not,10
am,2019-11,10,not,10
am,2019-12,10,not,12
am,2020-01,10,not,11
am,2020-02,5,not,9
am,2020-03,10,not,11
am,2020-04,10,not,14
am,2020-05,10,not,15
am,2020-06,10,not,16
am,2020-07,10,not,14
am,2020-08,10,not,13
am,2020-09,5,not,8
am,2020-10,10,not,10
am,2020-11,10,not,12
am,2020-12,5,not,8
am,2021-01,10,not,16
am,2021-02,5,not,8
am,2021-03,10,not,15
am,2021-04,10,not,16
am,2021-05,10,not,16
am,2021-06,10,not,20
am,2021-07,10,not,17
am,2021-08,10,not,20
an,2010-03,10,highest_peak,40
an,2004-08,5,not,5
an,2004-09,1,not,3
an,2004-10,1,not,3
an,2004-11,1,not,1
an,2005-01,1,not,4
an,2005-02,1,not,4
an,2005-04,1,not,2
an,2005-05,1,not,2
an,2005-06,1,not,2
an,2005-07,5,not,5
an,2005-08,1,not,3
an,2005-09,1,not,2
an,2005-10,5,not,5
an,2005-11,5,not,8
an,2005-12,5,not,5
an,2006-01,10,not,13
an,2006-02,1,not,3
an,2006-03,5,not,5
an,2006-04,5,not,6
an,2006-05,5,not,8
an,2006-06,5,not,8
an,2006-07,5,not,8
an,2006-08,10,not,14
an,2006-09,5,not,9
an,2006-10,5,not,9
an,2006-11,10,not,18
an,2006-12,10,not,12
an,2007-01,10,not,18
an,2007-02,10,not,16
an,2007-03,10,not,16
an,2007-04,10,not,14
an,2007-05,10,not,13
an,2007-06,10,not,18
an,2007-07,10,not,16
an,2007-08,10,not,14
an,2007-09,10,not,14
an,2007-10,10,not,17
an,2007-11,10,not,18
an,2007-12,10,not,12
an,2008-01,10,not,19
an,2008-02,10,not,17
an,2008-03,10,not,21
an,2008-04,10,not,20
an,2008-05,10,not,18
an,2008-06,10,not,25
an,2008-07,10,not,25
an,2008-08,10,not,27
an,2008-09,10,not,30
an,2008-10,10,not,22
an,2008-11,10,not,19
an,2008-12,10,not,29
an,2009-01,10,not,24
an,2009-02,10,not,28
an,2009-03,10,not,19
an,2009-04,10,not,20
an,2009-05,10,not,16
an,2009-06,10,not,17
an,2009-07,10,not,20
an,2009-08,10,not,24
an,2009-09,10,not,31
an,2009-10,10,not,29
an,2009-11,10,not,24
an,2009-12,10,not,25
an,2010-01,10,not,31
an,2010-02,10,not,34
an,2010-04,10,not,30
an,2010-05,10,not,20
an,2010-06,10,not,30
an,2010-07,10,not,29
an,2010-08,10,not,28
an,2010-09,10,not,22
an,2010-10,10,not,36
an,2010-11,10,not,32
an,2010-12,10,not,24
an,2011-01,10,not,28
an,2011-02,10,not,28
an,2011-03,10,not,22
an,2011-04,10,not,30
an,2011-05,10,not,26
an,2011-06,10,not,23
an,2011-07,10,not,26
an,2011-08,10,not,27
an,2011-09,10,not,25
an,2011-10,10,not,30
an,2011-11,10,not,19
an,2011-12,10,not,26
an,2012-01,10,not,26
an,2012-02,10,not,31
an,2012-03,10,not,23
an,2012-04,10,not,16
an,2012-05,10,not,23
an,2012-06,10,not,17
an,2012-07,10,not,22
an,2012-08,10,not,13
an,2012-09,10,not,14
an,2012-10,10,not,18
an,2012-11,10,not,19
an,2012-12,10,not,19
an,2013-01,10,not,17
an,2013-02,10,not,20
an,2013-03,10,not,24
an,2013-04,10,not,10
an,2013-05,10,not,20
an,2013-06,10,not,18
an,2013-07,10,not,12
an,2013-08,10,not,14
an,2013-09,10,not,18
an,2013-10,10,not,19
an,2013-11,10,not,16
an,2013-12,10,not,13
an,2014-01,10,not,14
an,2014-02,10,not,16
an,2014-03,10,not,18
an,2014-04,10,not,19
an,2014-05,5,not,9
an,2014-06,10,not,12
an,2014-07,10,not,19
an,2014-08,10,not,14
an,2014-09,10,not,18
an,2014-10,10,not,21
an,2014-11,10,not,17
an,2014-12,10,not,12
an,2015-01,10,not,13
an,2015-02,10,not,18
an,2015-03,10,not,16
an,2015-04,10,not,22
an,2015-05,10,not,24
an,2015-06,10,not,16
an,2015-07,10,not,13
an,2015-08,10,not,21
an,2015-09,10,not,23
an,2015-10,10,not,22
an,2015-11,10,not,23
an,2015-12,10,not,20
an,2016-01,10,not,19
an,2016-02,10,not,23
an,2016-03,10,not,25
an,2016-04,10,not,23
an,2016-05,10,not,20
an,2016-06,10,not,17
an,2016-07,10,not,16
an,2016-08,10,not,16
an,2016-09,10,not,14
an,2016-10,10,not,13
an,2016-11,10,not,12
an,2016-12,10,not,12
an,2017-01,10,not,12
an,2017-02,10,not,16
an,2017-03,10,not,11
an,2017-04,10,not,20
an,2017-05,10,not,12
an,2017-06,10,not,15
an,2017-07,10,not,16
an,2017-08,10,not,12
an,2017-09,10,not,14
an,2017-10,10,not,13
an,2017-11,10,not,24
an,2017-12,10,not,17
an,2018-01,10,not,12
an,2018-02,10,not,15
an,2018-03,10,not,14
an,2018-04,10,not,17
an,2018-05,10,not,14
an,2018-06,10,not,12
an,2018-07,10,not,14
an,2018-08,10,not,19
an,2018-09,10,not,17
an,2018-10,10,not,17
an,2018-11,10,not,13
an,2018-12,10,not,13
an,2019-01,10,not,12
an,2019-02,10,not,13
an,2019-03,10,not,22
an,2019-04,10,not,15
an,2019-05,10,not,22
an,2019-06,10,not,14
an,2019-07,10,not,15
an,2019-08,10,not,21
an,2019-09,10,not,19
an,2019-10,10,not,18
an,2019-11,10,not,18
an,2019-12,10,not,15
an,2020-01,10,not,21
an,2020-02,10,not,16
an,2020-03,10,not,17
an,2020-04,10,not,19
an,2020-05,10,not,19
an,2020-06,10,not,21
an,2020-07,10,not,16
an,2020-08,10,not,17
an,2020-09,10,not,26
an,2020-10,10,not,13
an,2020-11,10,not,14
an,2020-12,10,not,15
an,2021-01,10,not,21
an,2021-02,10,not,20
an,2021-03,10,not,24
an,2021-04,10,not,18
an,2021-05,10,not,15
an,2021-06,10,not,22
an,2021-07,10,not,17
an,2021-08,10,not,16
an,2021-09,1,not,4
ang,2009-01,10,highest_peak,24
ang,2004-10,10,not,10
ang,2004-11,5,not,6
ang,2004-12,1,not,2
ang,2005-01,1,not,4
ang,2005-02,1,not,4
ang,2005-03,5,not,8
ang,2005-04,1,not,3
ang,2005-05,1,not,2
ang,2005-06,5,not,5
ang,2005-07,5,not,6
ang,2005-08,5,not,6
ang,2005-09,1,not,4
ang,2005-10,5,not,8
ang,2005-11,1,not,4
ang,2005-12,5,not,5
ang,2006-01,5,not,7
ang,2006-02,1,not,2
ang,2006-03,1,not,3
ang,2006-04,5,not,7
ang,2006-05,1,not,3
ang,2006-06,5,not,8
ang,2006-07,1,not,4
ang,2006-08,10,not,10
ang,2006-09,10,not,12
ang,2006-10,5,not,5
ang,2006-11,1,not,2
ang,2006-12,5,not,7
ang,2007-01,5,not,5
ang,2007-02,5,not,6
ang,2007-03,5,not,6
ang,2007-04,10,not,10
ang,2007-05,5,not,6
ang,2007-06,10,not,11
ang,2007-07,5,not,8
ang,2007-08,10,not,15
ang,2007-09,5,not,5
ang,2007-10,5,not,7
ang,2007-11,10,not,11
ang,2007-12,5,not,8
ang,2008-01,10,not,10
ang,2008-02,5,not,9
ang,2008-03,10,not,12
ang,2008-04,5,not,8
ang,2008-05,10,not,10
ang,2008-06,5,not,7
ang,2008-07,10,not,11
ang,2008-08,10,not,13
ang,2008-09,10,not,20
ang,2008-10,10,not,19
ang,2008-11,10,not,14
ang,2008-12,10,not,17
ang,2009-02,10,not,20
ang,2009-03,10,not,16
ang,2009-04,10,not,15
ang,2009-05,10,not,11
ang,2009-06,10,not,15
ang,2009-07,10,not,12
ang,2009-08,10,not,15
ang,2009-09,10,not,11
ang,2009-10,10,not,12
ang,2009-11,10,not,12
ang,2009-12,10,not,16
ang,2010-01,10,not,13
ang,2010-02,10,not,12
ang,2010-03,10,not,19
ang,2010-04,10,not,16
ang,2010-05,10,not,13
ang,2010-06,10,not,12
ang,2010-07,10,not,11
ang,2010-08,10,not,11
ang,2010-09,10,not,16
ang,2010-10,10,not,12
ang,2010-11,10,not,11
ang,2010-12,10,not,11
ang,2011-01,10,not,12
ang,2011-02,10,not,11
ang,2011-03,10,not,10
ang,2011-04,10,not,12
ang,2011-05,10,not,10
ang,2011-06,10,not,10
ang,2011-07,10,not,13
ang,2011-08,10,not,12
ang,2011-09,5,not,9
ang,2011-10,5,not,9
ang,2011-11,10,not,12
ang,2011-12,5,not,6
ang,2012-01,5,not,7
ang,2012-02,10,not,11
ang,2012-03,10,not,12
ang,2012-04,10,not,11
ang,2012-05,10,not,17
ang,2012-06,5,not,8
ang,2012-07,5,not,7
ang,2012-08,10,not,14
ang,2012-09,5,not,8
ang,2012-10,10,not,16
ang,2012-11,10,not,11
ang,2012-12,5,not,8
ang,2013-01,5,not,6
ang,2013-02,5,not,5
ang,2013-03,10,not,12
ang,2013-04,10,not,12
ang,2013-05,10,not,10
ang,2013-06,5,not,8
ang,2013-07,10,not,13
ang,2013-08,10,not,11
ang,2013-09,10,not,12
ang,2013-10,10,not,14
ang,2013-11,5,not,6
ang,2013-12,5,not,8
ang,2014-01,10,not,10
ang,2014-02,10,not,10
ang,2014-03,10,not,10
ang,2014-04,10,not,10
ang,2014-05,5,not,8
ang,2014-06,5,not,6
ang,2014-07,5,not,7
ang,2014-08,10,not,10
ang,2014-09,5,not,8
ang,2014-10,5,not,8
ang,2014-11,5,not,9
ang,2014-12,5,not,7
ang,2015-01,5,not,6
ang,2015-02,5,not,7
ang,2015-03,10,not,14
ang,2015-04,1,not,4
ang,2015-05,5,not,8
ang,2015-06,5,not,7
ang,2015-07,5,not,6
ang,2015-08,5,not,9
ang,2015-09,10,not,12
ang,2015-10,10,not,12
ang,2015-11,10,not,10
ang,2015-12,10,not,10
ang,2016-01,10,not,12
ang,2016-02,5,not,9
ang,2016-03,5,not,5
ang,2016-04,5,not,8
ang,2016-05,5,not,7
ang,2016-06,5,not,7
ang,2016-07,5,not,7
ang,2016-08,10,not,11
ang,2016-09,5,not,8
ang,2016-10,10,not,10
ang,2016-11,5,not,5
ang,2016-12,5,not,5
ang,2017-01,5,not,7
ang,2017-02,10,not,13
ang,2017-03,5,not,7
ang,2017-04,5,not,7
ang,2017-05,10,not,11
ang,2017-06,5,not,6
ang,2017-07,5,not,8
ang,2017-08,5,not,9
ang,2017-09,5,not,6
ang,2017-10,5,not,5
ang,2017-11,5,not,7
ang,2017-12,5,not,7
ang,2018-01,5,not,7
ang,2018-02,5,not,7
ang,2018-03,5,not,9
ang,2018-04,5,not,8
ang,2018-05,5,not,9
ang,2018-06,5,not,9
ang,2018-07,5,not,9
ang,2018-08,10,not,15
ang,2018-09,1,not,4
ang,2018-10,5,not,6
ang,2018-11,5,not,8
ang,2018-12,5,not,7
ang,2019-01,5,not,9
ang,2019-02,5,not,8
ang,2019-03,10,not,11
ang,2019-04,1,not,4
ang,2019-05,10,not,12
ang,2019-06,5,not,7
ang,2019-07,10,not,14
ang,2019-08,5,not,9
ang,2019-09,5,not,7
ang,2019-10,5,not,7
ang,2019-11,5,not,5
ang,2019-12,5,not,7
ang,2020-01,5,not,8
ang,2020-02,5,not,8
ang,2020-03,5,not,8
ang,2020-04,10,not,10
ang,2020-05,10,not,12
ang,2020-06,10,not,13
ang,2020-07,5,not,7
ang,2020-08,5,not,6
ang,2020-09,5,not,6
ang,2020-10,10,not,14
ang,2020-11,5,not,8
ang,2020-12,5,not,5
ang,2021-01,5,not,8
ang,2021-02,5,not,7
ang,2021-03,5,not,9
ang,2021-04,5,not,6
ang,2021-05,10,not,10
ang,2021-06,5,not,5
ang,2021-07,1,not,3
ang,2021-08,5,not,9
ar,2021-01,1000,highest_peak,3560
ar,2003-07,1,not,3
ar,2003-08,1,not,3
ar,2003-09,1,not,4
ar,2003-10,1,not,2
ar,2003-11,1,not,2
ar,2003-12,1,not,2
ar,2004-01,1,not,3
ar,2004-02,10,not,13
ar,2004-03,10,not,19
ar,2004-04,10,not,13
ar,2004-05,5,not,9
ar,2004-06,10,not,10
ar,2004-07,10,not,11
ar,2004-08,5,not,7
ar,2004-09,10,not,15
ar,2004-10,10,not,18
ar,2004-11,10,not,19
ar,2004-12,10,not,15
ar,2005-01,10,not,21
ar,2005-02,10,not,27
ar,2005-03,10,not,31
ar,2005-04,10,not,31
ar,2005-05,10,not,27
ar,2005-06,10,not,47
ar,2005-07,50,not,50
ar,2005-08,50,not,64
ar,2005-09,50,not,61
ar,2005-10,50,not,72
ar,2005-11,50,not,94
ar,2005-12,100,not,111
ar,2006-01,100,not,118
ar,2006-02,100,not,115
ar,2006-03,100,not,139
ar,2006-04,100,not,147
ar,2006-05,100,not,138
ar,2006-06,100,not,155
ar,2006-07,100,not,171
ar,2006-08,100,not,234
ar,2006-09,100,not,206
ar,2006-10,100,not,259
ar,2006-11,100,not,300
ar,2006-12,100,not,353
ar,2007-01,100,not,347
ar,2007-02,100,not,372
ar,2007-03,100,not,427
ar,2007-04,100,not,448
ar,2007-05,500,not,579
ar,2007-06,100,not,417
ar,2007-07,100,not,487
ar,2007-08,100,not,476
ar,2007-09,100,not,475
ar,2007-10,500,not,552
ar,2007-11,500,not,539
ar,2007-12,100,not,485
ar,2008-01,500,not,618
ar,2008-02,500,not,563
ar,2008-03,500,not,612
ar,2008-04,500,not,583
ar,2008-05,500,not,600
ar,2008-06,500,not,588
ar,2008-07,500,not,612
ar,2008-08,500,not,718
ar,2008-09,500,not,695
ar,2008-10,500,not,760
ar,2008-11,500,not,674
ar,2008-12,500,not,715
ar,2009-01,500,not,774
ar,2009-02,500,not,745
ar,2009-03,500,not,869
ar,2009-04,500,not,790
ar,2009-05,500,not,854
ar,2009-06,500,not,766
ar,2009-07,500,not,834
ar,2009-08,500,not,914
ar,2009-09,500,not,939
ar,2009-10,500,not,874
ar,2009-11,500,not,844
ar,2009-12,500,not,913
ar,2010-01,500,not,866
ar,2010-02,500,not,774
ar,2010-03,500,not,864
ar,2010-04,500,not,802
ar,2010-05,500,not,825
ar,2010-06,500,not,760
ar,2010-07,500,not,851
ar,2010-08,500,not,828
ar,2010-09,500,not,883
ar,2010-10,500,not,859
ar,2010-11,500,not,814
ar,2010-12,500,not,826
ar,2011-01,500,not,796
ar,2011-02,500,not,794
ar,2011-03,500,not,828
ar,2011-04,500,not,761
ar,2011-05,500,not,803
ar,2011-06,500,not,856
ar,2011-07,500,not,900
ar,2011-08,500,not,890
ar,2011-09,1000,not,1146
ar,2011-10,1000,not,1210
ar,2011-11,1000,not,1032
ar,2011-12,1000,not,1069
ar,2012-01,1000,not,1165
ar,2012-02,1000,not,1095
ar,2012-03,1000,not,1251
ar,2012-04,1000,not,1264
ar,2012-05,1000,not,1251
ar,2012-06,1000,not,1044
ar,2012-07,1000,not,1136
ar,2012-08,1000,not,1206
ar,2012-09,1000,not,1149
ar,2012-10,1000,not,1253
ar,2012-11,1000,not,1206
ar,2012-12,1000,not,1274
ar,2013-01,1000,not,1235
ar,2013-02,1000,not,1101
ar,2013-03,1000,not,1140
ar,2013-04,1000,not,1309
ar,2013-05,1000,not,1157
ar,2013-06,500,not,995
ar,2013-07,1000,not,1136
ar,2013-08,1000,not,1198
ar,2013-09,1000,not,1141
ar,2013-10,1000,not,1220
ar,2013-11,1000,not,1350
ar,2013-12,1000,not,1298
ar,2014-01,1000,not,1312
ar,2014-02,1000,not,1221
ar,2014-03,1000,not,1230
ar,2014-04,1000,not,1214
ar,2014-05,1000,not,1325
ar,2014-06,1000,not,1110
ar,2014-07,1000,not,1327
ar,2014-08,1000,not,1476
ar,2014-09,1000,not,1287
ar,2014-10,1000,not,1213
ar,2014-11,1000,not,1234
ar,2014-12,1000,not,1550
ar,2015-01,1000,not,1598
ar,2015-02,1000,not,1707
ar,2015-03,1000,not,1649
ar,2015-04,1000,not,1639
ar,2015-05,1000,not,1707
ar,2015-06,1000,not,1487
ar,2015-07,1000,not,1573
ar,2015-08,1000,not,1374
ar,2015-09,1000,not,1284
ar,2015-10,1000,not,1371
ar,2015-11,1000,not,1366
ar,2015-12,1000,not,1395
ar,2016-01,1000,not,1499
ar,2016-02,1000,not,1436
ar,2016-03,1000,not,1614
ar,2016-04,1000,not,1525
ar,2016-05,1000,not,1516
ar,2016-06,1000,not,1372
ar,2016-07,1000,not,1428
ar,2016-08,1000,not,1479
ar,2016-09,1000,not,1260
ar,2016-10,1000,not,1305
ar,2016-11,1000,not,1399
ar,2016-12,1000,not,1476
ar,2017-01,1000,not,1481
ar,2017-02,1000,not,1402
ar,2017-03,1000,not,1690
ar,2017-04,1000,not,1590
ar,2017-05,1000,not,1411
ar,2017-06,1000,not,1339
ar,2017-07,1000,not,1435
ar,2017-08,1000,not,1492
ar,2017-09,1000,not,1338
ar,2017-10,1000,not,1504
ar,2017-11,1000,not,1368
ar,2017-12,1000,not,1509
ar,2018-01,1000,not,1530
ar,2018-02,1000,not,1471
ar,2018-03,1000,not,1677
ar,2018-04,1000,not,1671
ar,2018-05,1000,not,1554
ar,2018-06,1000,not,1461
ar,2018-07,1000,not,1836
ar,2018-08,1000,not,1826
ar,2018-09,1000,not,2077
ar,2018-10,1000,not,1904
ar,2018-11,1000,not,1787
ar,2018-12,1000,not,2028
ar,2019-01,1000,not,1835
ar,2019-02,1000,not,1534
ar,2019-03,1000,not,1870
ar,2019-04,1000,not,1618
ar,2019-05,1000,not,1648
ar,2019-06,1000,not,1504
ar,2019-07,1000,not,1673
ar,2019-08,1000,not,1679
ar,2019-09,1000,not,1817
ar,2019-10,1000,not,1821
ar,2019-11,1000,not,2142
ar,2019-12,1000,not,2018
ar,2020-01,1000,not,1811
ar,2020-02,1000,not,1635
ar,2020-03,1000,not,2051
ar,2020-04,1000,not,2545
ar,2020-05,1000,not,3057
ar,2020-06,1000,not,2263
ar,2020-07,1000,not,2473
ar,2020-08,1000,not,2121
ar,2020-09,1000,not,1883
ar,2020-10,1000,not,2122
ar,2020-11,1000,not,1974
ar,2020-12,1000,not,2688
ar,2021-02,1000,not,3300
ar,2021-03,1000,not,2827
ar,2021-04,1000,not,2171
ar,2021-05,1000,not,2163
ar,2021-06,1000,not,2070
ar,2021-07,1000,not,2006
ar,2021-08,1000,not,2100
ar,2021-09,100,not,116
arc,2011-08,10,highest_peak,13
arc,2005-11,1,not,1
arc,2005-12,1,not,3
arc,2006-01,5,not,6
arc,2006-02,1,not,2
arc,2006-03,1,not,1
arc,2006-04,1,not,1
arc,2006-05,1,not,2
arc,2006-06,1,not,2
arc,2006-07,5,not,5
arc,2006-08,1,not,3
arc,2006-09,1,not,4
arc,2006-10,5,not,5
arc,2006-11,1,not,1
arc,2006-12,1,not,4
arc,2007-01,5,not,5
arc,2007-02,1,not,3
arc,2007-03,1,not,2
arc,2007-04,1,not,2
arc,2007-05,1,not,3
arc,2007-06,5,not,5
arc,2007-07,1,not,2
arc,2007-08,1,not,3
arc,2007-09,1,not,1
arc,2007-10,1,not,4
arc,2007-11,1,not,2
arc,2007-12,5,not,5
arc,2008-01,10,not,11
arc,2008-02,1,not,4
arc,2008-03,5,not,6
arc,2008-04,5,not,5
arc,2008-05,1,not,4
arc,2008-06,5,not,6
arc,2008-07,5,not,5
arc,2008-08,5,not,5
arc,2008-09,5,not,7
arc,2008-10,10,not,10
arc,2008-11,5,not,7
arc,2008-12,5,not,9
arc,2009-01,5,not,8
arc,2009-02,10,not,12
arc,2009-03,10,not,10
arc,2009-04,5,not,8
arc,2009-05,5,not,7
arc,2009-06,5,not,6
arc,2009-07,1,not,4
arc,2009-08,5,not,6
arc,2009-09,5,not,6
arc,2009-10,5,not,7
arc,2009-11,5,not,6
arc,2009-12,5,not,5
arc,2010-01,5,not,7
arc,2010-02,5,not,6
arc,2010-03,5,not,6
arc,2010-04,5,not,7
arc,2010-05,5,not,6
arc,2010-06,5,not,8
arc,2010-07,5,not,5
arc,2010-08,5,not,8
arc,2010-09,5,not,9
arc,2010-10,5,not,6
arc,2010-11,5,not,7
arc,2010-12,5,not,5
arc,2011-01,5,not,8
arc,2011-02,5,not,6
arc,2011-03,1,not,4
arc,2011-04,5,not,6
arc,2011-05,5,not,7
arc,2011-06,5,not,6
arc,2011-07,5,not,9
arc,2011-09,5,not,7
arc,2011-10,5,not,9
arc,2011-11,5,not,8
arc,2011-12,5,not,6
arc,2012-01,5,not,7
arc,2012-02,5,not,9
arc,2012-03,10,not,11
arc,2012-04,5,not,8
arc,2012-05,5,not,9
arc,2012-06,5,not,7
arc,2012-07,5,not,9
arc,2012-08,5,not,6
arc,2012-09,5,not,5
arc,2012-10,5,not,5
arc,2012-11,5,not,5
arc,2012-12,5,not,6
arc,2013-01,5,not,5
arc,2013-02,5,not,5
arc,2013-03,5,not,9
arc,2013-04,1,not,3
arc,2013-05,5,not,5
arc,2013-06,5,not,5
arc,2013-07,5,not,5
arc,2013-08,1,not,3
arc,2013-09,1,not,2
arc,2013-10,1,not,3
